payment_ref,invoice_no,vendor_id,vendor_category,business_unit,transaction_date,amount,is_duplicate,post_migration,treated_bu,flag_r1,flag_r2,flag_r3,duplicate_score,predicted_duplicate
PMT-012466,INV-70321,V1017,Logistics,BU_South,2023-01-06,8796.02,0,0,1,0,0,0,0,0
PMT-003458,INV-24778,V1001,Office Supplies,BU_East,2023-01-06,1813.4,0,0,0,0,0,0,0,0
PMT-004889,INV-26469,V1068,Facilities,BU_South,2023-01-06,5745.21,0,0,1,0,0,0,0,0
PMT-014653,INV-24966,V1019,Consulting,BU_North,2023-01-06,19882.85,0,0,1,0,0,0,0,0
PMT-011583,INV-37555,V1016,IT Services,BU_South,2023-01-06,64318.82,0,0,1,0,0,0,0,0
PMT-005381,INV-28691,V1084,Consulting,BU_East,2023-01-06,5249.68,0,0,0,0,0,0,0,0
PMT-002257,INV-33165,V1035,IT Services,BU_East,2023-01-06,11856.65,0,0,0,0,0,0,0,0
PMT-014880,INV-39457,V1092,Logistics,BU_North,2023-01-06,4700.81,0,0,1,0,0,0,0,0
PMT-007947,INV-15881,V1097,Logistics,BU_West,2023-01-06,12961.92,0,0,0,0,0,0,0,0
PMT-002184,INV-27881,V1093,Consulting,BU_West,2023-01-06,6764.97,0,0,0,0,0,0,0,0
PMT-005279,INV-70690,V1029,Logistics,BU_North,2023-01-06,2467.52,0,0,1,0,0,0,0,0
PMT-012255,INV-42744,V1052,Consulting,BU_South,2023-01-06,43707.92,0,0,1,0,0,1,1,0
PMT-006381,INV-32498,V1083,IT Services,BU_South,2023-01-06,16305.27,0,0,1,0,0,0,0,0
PMT-006811,INV-50765,V1044,IT Services,BU_East,2023-01-06,41221.5,0,0,0,0,0,0,0,0
PMT-014809,INV-27785,V1077,Facilities,BU_North,2023-01-06,3281.41,0,0,1,0,0,0,0,0
PMT-011943,INV-20086,V1045,Consulting,BU_South,2023-01-06,10628.47,0,0,1,0,0,0,0,0
PMT-005414,INV-47957,V1008,Office Supplies,BU_North,2023-01-06,615.35,0,0,1,0,0,0,0,0
PMT-008308,INV-18504,V1032,Consulting,BU_East,2023-01-06,29910.58,0,0,0,0,0,1,1,0
PMT-004789,INV-77471,V1081,IT Services,BU_Central,2023-01-06,58845.28,0,0,0,0,0,0,0,0
PMT-006749,INV-40396,V1077,Consulting,BU_South,2023-01-06,46603.42,0,0,1,0,0,0,0,0
PMT-005237,INV-28294,V1026,Office Supplies,BU_East,2023-01-06,4126.68,0,0,0,0,0,0,0,0
PMT-006726,INV-67080,V1061,Consulting,BU_West,2023-01-06,39871.98,0,0,0,0,0,0,0,0
PMT-014094,INV-87694,V1094,Logistics,BU_East,2023-01-06,11928.74,0,0,0,0,0,0,0,0
PMT-006699,INV-39927,V1086,Facilities,BU_North,2023-01-06,5848.22,0,0,1,0,0,0,0,0
PMT-013477,INV-25593,V1065,Office Supplies,BU_East,2023-01-06,3030.06,0,0,0,0,0,0,0,0
PMT-000493,INV-40972,V1088,Consulting,BU_East,2023-01-06,37224.87,0,0,0,0,0,0,0,0
PMT-001927,INV-25098,V1071,IT Services,BU_North,2023-01-06,50959.69,0,0,1,0,0,0,0,0
PMT-002054,INV-74415,V1047,Consulting,BU_Central,2023-01-07,48369.23,0,0,0,0,0,0,0,0
PMT-003836,INV-71901,V1042,Consulting,BU_South,2023-01-07,39179.3,0,0,1,0,0,0,0,0
PMT-005023,INV-41348,V1041,IT Services,BU_North,2023-01-07,62306.98,0,0,1,0,0,0,0,0
PMT-012330,INV-14610,V1035,Consulting,BU_South,2023-01-07,7562.26,0,0,1,0,0,0,0,0
PMT-009055,INV-98017,V1074,Office Supplies,BU_North,2023-01-07,2379.92,0,0,1,0,0,0,0,0
PMT-001963,INV-29566,V1097,Consulting,BU_West,2023-01-07,49545.62,0,0,0,0,0,0,0,0
PMT-014164,INV-94550,V1047,Logistics,BU_Central,2023-01-07,14250.31,0,0,0,0,0,0,0,0
PMT-DUP-000323,INV-59060,V1071,IT Services,BU_Central,2023-01-07,75783.06,1,0,0,1,1,1,3,1
PMT-010208,INV-48574,V1057,IT Services,BU_North,2023-01-07,51801.57,0,0,1,0,0,0,0,0
PMT-005089,INV-25306,V1060,IT Services,BU_South,2023-01-07,62198.94,0,0,1,0,0,0,0,0
PMT-010466,INV-95372,V1042,IT Services,BU_East,2023-01-07,52184.17,0,0,0,0,0,0,0,0
PMT-006130,INV-14943,V1007,Facilities,BU_North,2023-01-07,5708.28,0,0,1,0,0,0,0,0
PMT-010353,INV-31615,V1037,IT Services,BU_East,2023-01-07,61765.0,0,0,0,0,0,0,0,0
PMT-000737,INV-27133,V1028,Consulting,BU_North,2023-01-07,44290.23,0,0,1,0,0,0,0,0
PMT-009827,INV-67578,V1004,IT Services,BU_Central,2023-01-07,56838.29,0,0,0,0,0,0,0,0
PMT-005774,INV-35590,V1023,Office Supplies,BU_West,2023-01-07,2791.45,0,0,0,0,0,0,0,0
PMT-009687,INV-40891,V1023,IT Services,BU_Central,2023-01-07,29818.39,0,0,0,0,0,0,0,0
PMT-003285,INV-19225,V1079,Consulting,BU_East,2023-01-07,21163.74,0,0,0,0,0,0,0,0
PMT-DUP-000302,INV-47097,V1025,Facilities,BU_Central,2023-01-07,4681.1,1,0,0,1,1,1,3,1
PMT-001592,INV-67417,V1050,Consulting,BU_West,2023-01-07,17560.92,0,0,0,0,0,0,0,0
PMT-005437,INV-35749,V1063,Logistics,BU_North,2023-01-07,9193.08,0,0,1,0,0,0,0,0
PMT-002271,INV-20957,V1098,Office Supplies,BU_North,2023-01-07,1273.23,0,0,1,0,0,0,0,0
PMT-010849,INV-85255,V1012,IT Services,BU_West,2023-01-07,43797.24,0,0,0,0,0,0,0,0
PMT-012708,INV-80368,V1003,Office Supplies,BU_East,2023-01-07,3214.23,0,0,0,0,0,0,0,0
PMT-005410,INV-78837,V1032,Office Supplies,BU_East,2023-01-07,1407.65,0,0,0,0,0,0,0,0
PMT-003164,INV-13624,V1039,IT Services,BU_North,2023-01-07,76305.85,0,0,1,0,0,0,0,0
PMT-003131,INV-90244,V1002,IT Services,BU_East,2023-01-07,14036.14,0,0,0,0,0,0,0,0
PMT-002630,INV-52072,V1084,IT Services,BU_North,2023-01-07,36287.32,0,0,1,0,0,0,0,0
PMT-013081,INV-44484,V1056,IT Services,BU_North,2023-01-07,45820.39,0,0,1,0,0,0,0,0
PMT-001144,INV-42631,V1091,Facilities,BU_North,2023-01-07,9738.1,0,0,1,0,0,0,0,0
PMT-010896,INV-66261,V1065,Consulting,BU_Central,2023-01-07,34452.59,0,0,0,0,0,0,0,0
PMT-003321,INV-92635,V1043,Logistics,BU_East,2023-01-07,11588.98,0,0,0,0,0,0,0,0
PMT-004800,INV-99084,V1005,Office Supplies,BU_North,2023-01-07,1588.58,0,0,1,0,0,0,0,0
PMT-009725,INV-90880,V1004,Consulting,BU_West,2023-01-07,12028.59,0,0,0,0,0,0,0,0
PMT-010372,INV-18493,V1056,Logistics,BU_North,2023-01-07,11691.56,0,0,1,0,0,0,0,0
PMT-002065,INV-60377,V1082,Consulting,BU_North,2023-01-07,16903.73,1,0,1,0,1,1,2,1
PMT-014997,INV-28587,V1099,IT Services,BU_South,2023-01-07,16869.47,0,0,1,0,0,0,0,0
PMT-012485,INV-63897,V1026,Consulting,BU_West,2023-01-07,20677.75,0,0,0,0,0,0,0,0
PMT-001175,INV-71349,V1010,Consulting,BU_South,2023-01-07,30902.06,1,0,1,0,1,1,2,1
PMT-008990,INV-10433,V1069,Consulting,BU_South,2023-01-07,23620.65,0,0,1,0,0,0,0,0
PMT-002727,INV-79016,V1096,Consulting,BU_North,2023-01-07,13036.51,0,0,1,0,0,0,0,0
PMT-008980,INV-71662,V1053,IT Services,BU_West,2023-01-07,10745.22,0,0,0,0,0,1,1,0
PMT-007872,INV-57621,V1014,Consulting,BU_West,2023-01-07,46136.39,0,0,0,0,0,1,1,0
PMT-003395,INV-18258,V1084,Consulting,BU_Central,2023-01-07,42977.27,0,0,0,0,0,0,0,0
PMT-002307,INV-29623,V1053,Consulting,BU_Central,2023-01-07,25850.16,0,0,0,0,0,0,0,0
PMT-014484,INV-85846,V1005,Logistics,BU_East,2023-01-07,9672.94,0,0,0,0,0,0,0,0
PMT-010583,INV-39752,V1006,IT Services,BU_Central,2023-01-08,51683.89,0,0,0,0,0,0,0,0
PMT-010982,INV-51975,V1049,IT Services,BU_South,2023-01-08,22932.15,0,0,1,0,0,0,0,0
PMT-005180,INV-34167,V1034,Facilities,BU_North,2023-01-08,1723.38,0,0,1,0,0,0,0,0
PMT-008552,INV-37737,V1015,Consulting,BU_West,2023-01-08,32737.38,0,0,0,0,0,1,1,0
PMT-014543,INV-37707,V1069,IT Services,BU_North,2023-01-08,15669.29,0,0,1,0,0,1,1,0
PMT-012194,INV-39528,V1062,Office Supplies,BU_North,2023-01-08,3391.93,0,0,1,0,0,0,0,0
PMT-003931,INV-87200,V1062,Logistics,BU_South,2023-01-08,1774.65,0,0,1,0,0,0,0,0
PMT-005570,INV-35022,V1051,IT Services,BU_North,2023-01-08,56613.08,0,0,1,0,0,0,0,0
PMT-005110,INV-48425,V1085,Consulting,BU_South,2023-01-08,28468.37,0,0,1,0,0,0,0,0
PMT-014402,INV-63429,V1096,Consulting,BU_South,2023-01-08,39753.24,0,0,1,0,0,0,0,0
PMT-007681,INV-42364,V1062,IT Services,BU_East,2023-01-08,71535.65,0,0,0,0,0,0,0,0
PMT-002339,INV-81714,V1039,Consulting,BU_South,2023-01-08,5218.24,0,0,1,0,0,0,0,0
PMT-008864,INV-50272,V1045,IT Services,BU_Central,2023-01-08,17413.98,0,0,0,0,0,0,0,0
PMT-007593,INV-71916,V1095,Consulting,BU_South,2023-01-08,3496.65,0,0,1,0,0,0,0,0
PMT-008960,INV-51102,V1047,Logistics,BU_East,2023-01-08,4769.64,0,0,0,0,0,0,0,0
PMT-010832,INV-76812,V1023,IT Services,BU_Central,2023-01-08,17042.18,0,0,0,0,0,0,0,0
PMT-012150,INV-64436,V1067,Office Supplies,BU_South,2023-01-08,3504.51,0,0,1,0,0,0,0,0
PMT-010975,INV-13774,V1024,Office Supplies,BU_Central,2023-01-08,3291.52,0,0,0,0,0,0,0,0
PMT-007994,INV-86703,V1036,Logistics,BU_East,2023-01-08,14720.01,0,0,0,0,0,0,0,0
PMT-009426,INV-44756,V1091,Office Supplies,BU_Central,2023-01-08,4889.67,0,0,0,0,0,0,0,0
PMT-009168,INV-94179,V1008,Office Supplies,BU_West,2023-01-08,2247.84,0,0,0,0,0,0,0,0
PMT-002946,INV-37057,V1039,IT Services,BU_North,2023-01-08,58902.44,0,0,1,0,0,0,0,0
PMT-011565,INV-91019,V1037,Consulting,BU_West,2023-01-08,32525.87,0,0,0,0,0,0,0,0
PMT-011555,INV-46921,V1008,Office Supplies,BU_North,2023-01-08,3747.59,0,0,1,0,0,0,0,0
PMT-000487,INV-98395,V1072,Consulting,BU_East,2023-01-08,37430.89,0,0,0,0,0,0,0,0
PMT-004326,INV-10766,V1070,Facilities,BU_East,2023-01-08,2611.97,0,0,0,0,0,0,0,0
PMT-001580,INV-46943,V1024,IT Services,BU_Central,2023-01-08,66855.74,0,0,0,0,0,0,0,0
PMT-004317,INV-83142,V1055,IT Services,BU_Central,2023-01-08,7609.94,0,0,0,0,0,0,0,0
PMT-011499,INV-98722,V1065,Facilities,BU_North,2023-01-08,8582.3,0,0,1,0,0,0,0,0
PMT-003390,INV-69669,V1030,Office Supplies,BU_North,2023-01-08,4951.76,0,0,1,0,0,0,0,0
PMT-009067,INV-85682,V1084,IT Services,BU_Central,2023-01-08,35772.92,0,0,0,0,0,0,0,0
PMT-009146,INV-63113,V1089,Facilities,BU_South,2023-01-08,9280.54,0,0,1,0,0,0,0,0
PMT-009796,INV-52298,V1086,Office Supplies,BU_East,2023-01-08,3884.2,0,0,0,0,0,0,0,0
PMT-004799,INV-58569,V1057,Facilities,BU_South,2023-01-08,5379.36,0,0,1,0,0,0,0,0
PMT-009169,INV-77608,V1078,Consulting,BU_West,2023-01-08,39100.23,0,0,0,0,0,1,1,0
PMT-013066,INV-33770,V1068,IT Services,BU_North,2023-01-08,30480.56,0,0,1,0,0,0,0,0
PMT-010075,INV-55595,V1058,Consulting,BU_North,2023-01-08,26204.8,0,0,1,0,0,0,0,0
PMT-011242,INV-85378,V1078,Consulting,BU_Central,2023-01-08,40392.04,0,0,0,0,0,0,0,0
PMT-004313,INV-35512,V1097,Consulting,BU_East,2023-01-08,3958.88,0,0,0,0,0,0,0,0
PMT-008517,INV-15148,V1037,IT Services,BU_East,2023-01-08,30416.14,0,0,0,0,0,0,0,0
PMT-010177,INV-76086,V1051,Consulting,BU_West,2023-01-08,15722.77,0,0,0,0,0,0,0,0
PMT-002020,INV-61011,V1001,Consulting,BU_West,2023-01-08,33992.88,0,0,0,0,0,0,0,0
PMT-001151,INV-25682,V1074,Consulting,BU_South,2023-01-08,40721.53,0,0,1,0,0,0,0,0
PMT-014122,INV-51636,V1027,Office Supplies,BU_North,2023-01-08,2186.25,0,0,1,0,0,0,0,0
PMT-002371,INV-75463,V1018,Consulting,BU_South,2023-01-08,36779.75,0,0,1,0,0,0,0,0
PMT-008651,INV-97241,V1007,Logistics,BU_North,2023-01-08,7066.47,0,0,1,0,0,0,0,0
PMT-001482,INV-42483,V1031,Consulting,BU_West,2023-01-08,18773.69,0,0,0,0,0,0,0,0
PMT-005064,INV-76880,V1013,IT Services,BU_North,2023-01-08,41977.63,0,0,1,0,0,0,0,0
PMT-013589,INV-11122,V1068,Logistics,BU_South,2023-01-08,14298.95,0,0,1,0,0,0,0,0
PMT-007797,INV-60183,V1072,Consulting,BU_North,2023-01-08,36292.87,0,0,1,0,0,0,0,0
PMT-002395,INV-78021,V1047,IT Services,BU_North,2023-01-08,41971.77,0,0,1,0,0,0,0,0
PMT-004581,INV-75028,V1083,Logistics,BU_North,2023-01-08,13725.73,0,0,1,0,0,0,0,0
PMT-011967,INV-27447,V1021,Logistics,BU_South,2023-01-08,1639.46,0,0,1,0,0,0,0,0
PMT-003060,INV-31218,V1030,Logistics,BU_South,2023-01-08,4710.66,0,0,1,0,0,0,0,0
PMT-011486,INV-15663,V1063,Facilities,BU_East,2023-01-09,5755.79,0,0,0,0,0,0,0,0
PMT-DUP-000281,INV-71349,V1010,Consulting,BU_South,2023-01-09,30902.06,1,0,1,1,1,1,3,1
PMT-013083,INV-34966,V1022,IT Services,BU_West,2023-01-09,29679.6,0,0,0,0,0,0,0,0
PMT-008904,INV-39165,V1011,Facilities,BU_Central,2023-01-09,2716.34,0,0,0,0,0,0,0,0
PMT-010818,INV-37617,V1021,Logistics,BU_North,2023-01-09,4791.7,0,0,1,0,0,0,0,0
PMT-012755,INV-92383,V1077,Office Supplies,BU_East,2023-01-09,706.52,0,0,0,0,0,0,0,0
PMT-014359,INV-35409,V1038,IT Services,BU_West,2023-01-09,57918.99,0,0,0,0,0,0,0,0
PMT-013915,INV-80062,V1063,Logistics,BU_North,2023-01-09,2043.74,0,0,1,0,0,0,0,0
PMT-009337,INV-13298,V1091,IT Services,BU_South,2023-01-09,39160.86,0,0,1,0,0,0,0,0
PMT-009517,INV-51560,V1094,Logistics,BU_Central,2023-01-09,13977.17,0,0,0,0,0,0,0,0
PMT-001554,INV-29154,V1007,IT Services,BU_East,2023-01-09,59258.59,1,0,0,0,1,1,2,1
PMT-005392,INV-45648,V1089,Consulting,BU_South,2023-01-09,46098.0,0,0,1,0,0,0,0,0
PMT-001489,INV-70199,V1020,Consulting,BU_West,2023-01-09,42432.87,1,0,0,0,0,0,0,0
PMT-DUP-000034,INV-60377,V1082,Consulting,BU_North,2023-01-09,16903.73,1,0,1,1,1,1,3,1
PMT-006259,INV-25032,V1074,Office Supplies,BU_West,2023-01-09,2606.38,0,0,0,0,0,0,0,0
PMT-007665,INV-36741,V1059,Consulting,BU_South,2023-01-09,48882.87,0,0,1,0,0,0,0,0
PMT-006440,INV-85577,V1052,Consulting,BU_East,2023-01-09,28686.14,0,0,0,0,0,0,0,0
PMT-010587,INV-23310,V1062,Office Supplies,BU_East,2023-01-09,1057.59,0,0,0,0,0,0,0,0
PMT-006125,INV-83331,V1003,Office Supplies,BU_East,2023-01-09,1442.39,0,0,0,0,0,0,0,0
PMT-005510,INV-88019,V1070,Office Supplies,BU_Central,2023-01-09,2290.45,0,0,0,0,0,0,0,0
PMT-006497,INV-62968,V1047,Consulting,BU_East,2023-01-09,6522.37,0,0,0,0,0,0,0,0
PMT-012921,INV-72227,V1039,IT Services,BU_East,2023-01-09,68323.79,0,0,0,0,0,0,0,0
PMT-006564,INV-13759,V1070,Office Supplies,BU_West,2023-01-09,1271.81,0,0,0,0,0,0,0,0
PMT-003421,INV-34341,V1026,IT Services,BU_North,2023-01-09,73606.2,0,0,1,0,0,0,0,0
PMT-001869,INV-89794,V1000,Logistics,BU_South,2023-01-09,10266.79,0,0,1,0,0,0,0,0
PMT-005637,INV-30128,V1039,IT Services,BU_West,2023-01-09,47253.78,0,0,0,0,0,0,0,0
PMT-008007,INV-53376,V1036,Office Supplies,BU_West,2023-01-09,2261.46,0,0,0,0,0,0,0,0
PMT-001740,INV-33534,V1059,Consulting,BU_North,2023-01-09,25959.29,0,0,1,0,0,0,0,0
PMT-008119,INV-86383,V1036,IT Services,BU_East,2023-01-09,13160.55,0,0,0,0,0,0,0,0
PMT-003735,INV-40317,V1017,Office Supplies,BU_North,2023-01-09,3263.76,0,0,1,0,0,0,0,0
PMT-009144,INV-23517,V1005,IT Services,BU_Central,2023-01-09,8508.29,0,0,0,0,0,0,0,0
PMT-011835,INV-31621,V1072,Consulting,BU_West,2023-01-09,3678.78,0,0,0,0,0,0,0,0
PMT-009075,INV-82104,V1060,Logistics,BU_South,2023-01-09,9813.83,0,0,1,0,0,0,0,0
PMT-008212,INV-87726,V1062,Office Supplies,BU_East,2023-01-09,1602.94,0,0,0,0,0,0,0,0
PMT-006184,INV-11787,V1005,IT Services,BU_West,2023-01-09,67293.75,0,0,0,0,0,0,0,0
PMT-014552,INV-98988,V1044,Facilities,BU_West,2023-01-10,8748.52,0,0,0,0,0,0,0,0
PMT-004580,INV-97380,V1020,IT Services,BU_East,2023-01-10,54461.75,0,0,0,0,0,0,0,0
PMT-012049,INV-80443,V1052,IT Services,BU_South,2023-01-10,43682.92,0,0,1,0,0,1,1,0
PMT-014270,INV-43663,V1001,IT Services,BU_West,2023-01-10,42334.76,0,0,0,0,0,0,0,0
PMT-004340,INV-38777,V1051,Office Supplies,BU_North,2023-01-10,2901.76,0,0,1,0,0,0,0,0
PMT-013355,INV-80819,V1003,Logistics,BU_East,2023-01-10,7233.78,0,0,0,0,0,0,0,0
PMT-004647,INV-85949,V1057,IT Services,BU_East,2023-01-10,45374.48,0,0,0,0,0,0,0,0
PMT-013147,INV-22275,V1010,Facilities,BU_East,2023-01-10,7070.3,0,0,0,0,0,0,0,0
PMT-004793,INV-43117,V1068,IT Services,BU_Central,2023-01-10,75784.17,0,0,0,0,0,0,0,0
PMT-001222,INV-79048,V1084,Logistics,BU_West,2023-01-10,11666.63,0,0,0,0,0,0,0,0
PMT-005079,INV-15733,V1012,Consulting,BU_East,2023-01-10,13768.48,0,0,0,0,0,0,0,0
PMT-011341,INV-62350,V1070,Consulting,BU_South,2023-01-10,44075.98,0,0,1,0,0,0,0,0
PMT-011702,INV-33199,V1050,IT Services,BU_Central,2023-01-10,44878.17,0,0,0,0,0,0,0,0
PMT-010498,INV-33707,V1084,Logistics,BU_North,2023-01-10,7374.2,0,0,1,0,0,0,0,0
PMT-001607,INV-60283,V1015,Facilities,BU_North,2023-01-10,2449.13,0,0,1,0,0,0,0,0
PMT-006828,INV-33435,V1005,Office Supplies,BU_East,2023-01-10,3157.95,0,0,0,0,0,0,0,0
PMT-010429,INV-52689,V1033,IT Services,BU_North,2023-01-10,43656.68,0,0,1,0,0,0,0,0
PMT-009697,INV-78610,V1078,Office Supplies,BU_West,2023-01-10,1069.37,0,0,0,0,0,0,0,0
PMT-010366,INV-80917,V1062,Consulting,BU_Central,2023-01-10,47700.08,0,0,0,0,0,0,0,0
PMT-005781,INV-65628,V1051,Facilities,BU_North,2023-01-10,4609.43,0,0,1,0,0,0,0,0
PMT-003325,INV-37453,V1031,IT Services,BU_West,2023-01-10,56428.46,0,0,0,0,0,0,0,0
PMT-008278,INV-28958,V1063,Consulting,BU_Central,2023-01-10,47499.12,0,0,0,0,0,0,0,0
PMT-009804,INV-77939,V1014,Facilities,BU_North,2023-01-10,9046.55,0,0,1,0,0,0,0,0
PMT-000137,INV-39389,V1044,Office Supplies,BU_Central,2023-01-10,4401.83,0,0,0,0,0,0,0,0
PMT-006178,INV-54550,V1019,Office Supplies,BU_North,2023-01-10,2917.04,0,0,1,0,0,0,0,0
PMT-008480,INV-29758,V1060,Logistics,BU_North,2023-01-10,13454.42,0,0,1,0,0,0,0,0
PMT-012408,INV-65255,V1020,Office Supplies,BU_East,2023-01-10,4480.57,0,0,0,0,0,0,0,0
PMT-007544,INV-92361,V1067,IT Services,BU_South,2023-01-10,65562.4,0,0,1,0,0,0,0,0
PMT-009616,INV-82107,V1092,Consulting,BU_East,2023-01-10,20003.54,0,0,0,0,0,0,0,0
PMT-006836,INV-99252,V1051,IT Services,BU_North,2023-01-10,17303.0,0,0,1,0,0,0,0,0
PMT-012878,INV-84280,V1098,Logistics,BU_East,2023-01-10,12088.3,0,0,0,0,0,0,0,0
PMT-007144,INV-77275,V1004,Consulting,BU_East,2023-01-10,6276.26,0,0,0,0,0,0,0,0
PMT-009192,INV-78516,V1003,IT Services,BU_South,2023-01-10,77110.32,0,0,1,0,0,0,0,0
PMT-013939,INV-68243,V1042,IT Services,BU_Central,2023-01-10,79977.17,0,0,0,0,0,0,0,0
PMT-012735,INV-13847,V1078,Consulting,BU_Central,2023-01-10,38802.18,0,0,0,0,0,1,1,0
PMT-012967,INV-67519,V1068,Office Supplies,BU_South,2023-01-10,1095.08,0,0,1,0,0,0,0,0
PMT-002985,INV-43545,V1091,IT Services,BU_South,2023-01-10,75237.0,0,0,1,0,0,0,0,0
PMT-006980,INV-46435,V1091,Consulting,BU_West,2023-01-10,33390.07,0,0,0,0,0,0,0,0
PMT-002222,INV-59853,V1006,IT Services,BU_Central,2023-01-10,21849.3,0,0,0,0,0,0,0,0
PMT-003448,INV-93208,V1047,Consulting,BU_Central,2023-01-11,26111.68,0,0,0,0,0,0,0,0
PMT-001511,INV-40451,V1002,IT Services,BU_East,2023-01-11,26431.87,0,0,0,0,0,0,0,0
PMT-007968,INV-42228,V1021,Consulting,BU_Central,2023-01-11,22097.39,0,0,0,0,0,0,0,0
PMT-002733,INV-89281,V1069,Consulting,BU_North,2023-01-11,15539.34,0,0,1,0,0,1,1,0
PMT-001680,INV-90216,V1082,Facilities,BU_North,2023-01-11,8360.84,0,0,1,0,0,0,0,0
PMT-011276,INV-14838,V1083,Logistics,BU_Central,2023-01-11,5910.03,0,0,0,0,0,0,0,0
PMT-DUP-000158,INV-29154,V1007,IT Services,BU_East,2023-01-11,59258.59,1,0,0,1,1,1,3,1
PMT-009292,INV-51978,V1013,Consulting,BU_West,2023-01-11,8345.92,0,0,0,0,0,0,0,0
PMT-011607,INV-44365,V1013,Logistics,BU_North,2023-01-11,9205.5,0,0,1,0,0,0,0,0
PMT-006922,INV-50640,V1028,Consulting,BU_East,2023-01-11,16115.83,0,0,0,0,0,0,0,0
PMT-006778,INV-73392,V1020,Consulting,BU_East,2023-01-11,40737.7,0,0,0,0,0,0,0,0
PMT-012849,INV-78937,V1053,Logistics,BU_North,2023-01-11,10723.34,0,0,1,0,0,1,1,0
PMT-004741,INV-65344,V1055,IT Services,BU_North,2023-01-11,13418.08,0,0,1,0,0,0,0,0
PMT-007037,INV-78295,V1037,IT Services,BU_North,2023-01-11,31054.8,0,0,1,0,0,0,0,0
PMT-004307,INV-61109,V1085,IT Services,BU_North,2023-01-11,79487.28,0,0,1,0,0,0,0,0
PMT-003013,INV-91748,V1000,Logistics,BU_West,2023-01-11,2270.09,0,0,0,0,0,0,0,0
PMT-001159,INV-42859,V1017,IT Services,BU_West,2023-01-11,25604.86,0,0,0,0,0,0,0,0
PMT-012378,INV-40925,V1053,Consulting,BU_West,2023-01-11,36976.97,0,0,0,0,0,0,0,0
PMT-006890,INV-31433,V1098,IT Services,BU_South,2023-01-11,64299.46,0,0,1,0,0,0,0,0
PMT-003234,INV-15577,V1018,Consulting,BU_West,2023-01-11,28291.69,0,0,0,0,0,0,0,0
PMT-002614,INV-46433,V1034,Consulting,BU_West,2023-01-11,30415.44,0,0,0,0,0,0,0,0
PMT-001661,INV-96798,V1094,Office Supplies,BU_Central,2023-01-11,2967.89,0,0,0,0,0,0,0,0
PMT-001649,INV-51144,V1010,Consulting,BU_North,2023-01-11,33470.95,0,0,1,0,0,0,0,0
PMT-010880,INV-91116,V1091,Consulting,BU_Central,2023-01-11,5972.94,0,0,0,0,0,0,0,0
PMT-002030,INV-50481,V1015,Consulting,BU_Central,2023-01-11,44825.93,0,0,0,0,0,0,0,0
PMT-014180,INV-10972,V1087,Logistics,BU_North,2023-01-11,3214.09,0,0,1,0,0,0,0,0
PMT-010718,INV-50082,V1028,IT Services,BU_South,2023-01-11,29413.85,0,0,1,0,0,0,0,0
PMT-000375,INV-93318,V1005,Consulting,BU_West,2023-01-11,45604.19,0,0,0,0,0,0,0,0
PMT-014707,INV-12312,V1078,Logistics,BU_South,2023-01-11,2000.16,0,0,1,0,0,0,0,0
PMT-012046,INV-17745,V1049,Logistics,BU_South,2023-01-11,3800.15,0,0,1,0,0,0,0,0
PMT-008150,INV-58322,V1048,Consulting,BU_West,2023-01-11,26624.52,0,0,0,0,0,0,0,0
PMT-014228,INV-80687,V1096,IT Services,BU_East,2023-01-11,39319.93,0,0,0,0,0,0,0,0
PMT-003727,INV-82597,V1098,Consulting,BU_East,2023-01-11,15590.06,0,0,0,0,0,0,0,0
PMT-001102,INV-89374,V1086,Office Supplies,BU_West,2023-01-11,2401.47,0,0,0,0,0,0,0,0
PMT-010290,INV-97651,V1049,Facilities,BU_West,2023-01-11,5376.42,0,0,0,0,0,0,0,0
PMT-005005,INV-42593,V1048,Logistics,BU_North,2023-01-11,11681.28,0,0,1,0,0,0,0,0
PMT-002445,INV-10609,V1073,Office Supplies,BU_East,2023-01-11,614.07,0,0,0,0,0,0,0,0
PMT-011227,INV-27247,V1034,IT Services,BU_Central,2023-01-11,33823.82,0,0,0,0,0,0,0,0
PMT-006452,INV-67576,V1018,Consulting,BU_North,2023-01-12,4831.7,0,0,1,0,0,0,0,0
PMT-000516,INV-81361,V1092,Logistics,BU_East,2023-01-12,1518.11,0,0,0,0,0,0,0,0
PMT-012939,INV-43660,V1097,Consulting,BU_North,2023-01-12,39162.05,0,0,1,0,0,0,0,0
PMT-002409,INV-70178,V1014,Consulting,BU_Central,2023-01-12,45732.5,0,0,0,0,0,1,1,0
PMT-012943,INV-80867,V1040,Office Supplies,BU_South,2023-01-12,2558.06,0,0,1,0,0,0,0,0
PMT-005704,INV-90367,V1017,IT Services,BU_North,2023-01-12,19390.75,0,0,1,0,0,0,0,0
PMT-014516,INV-23939,V1035,Consulting,BU_West,2023-01-12,37155.36,0,0,0,0,0,0,0,0
PMT-013507,INV-77504,V1034,Logistics,BU_South,2023-01-12,7815.88,0,0,1,0,0,0,0,0
PMT-006417,INV-83327,V1020,Consulting,BU_Central,2023-01-12,20545.33,0,0,0,0,0,0,0,0
PMT-007646,INV-76821,V1076,IT Services,BU_South,2023-01-12,31137.93,0,0,1,0,0,0,0,0
PMT-013251,INV-13675,V1088,Consulting,BU_East,2023-01-12,21248.83,0,0,0,0,0,0,0,0
